code_system,code,display,resource_count,value_type,observed_units
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227727,AVA Line placed in outside facility,5,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227728,AVA Line Site Appear,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227730,AVA Waveform Appearance,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227731,AVA Line Zero/Calibrate,4,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227732,AVA Line Placement Confirmed by X-ray,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227751,CCO PAC Placement Confirmed by X-ray,22,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227752,Cordis/Introducer Placement Confirmed by X-ray,70,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227753,Dialysis Catheter Placement Confirmed by X-ray,173,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227754,IABP Placement Confirmed by X-ray,11,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227755,Midline Placement Confirmed by X-ray,38,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227756,Multi Lumen Placement Confirmed by X-ray,699,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227757,PA Catheter Placement Confirmed by X-ray,35,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227758,Pheresis Catheter Placement Confirmed by X-ray,54,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227759,PICC Line Placement Confirmed by X-ray,683,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227761,Sheath Placement Confirmed by X-ray,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227762,Trauma Line Placement Confirmed by X-ray,77,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227771,Traction/Immobile #1,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227780,Impaired Skin  - Dressing Status #1,112,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227781,Impaired Skin  - Dressing Status #2,33,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227783,Impaired Skin - Dressing Status  #4,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227785,Impaired Skin  - Dressing Status #6,39,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227786,Impaired Skin  - Dressing Status #7,35,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227801,Stool Guaiac QC,26,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227802,GI Guaiac QC,12,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227805,SvO2 SQI,22,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227807,In-line Suction Catheter Changed,1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227809,ETT Position Change,47,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227810,ETT Re-taped,41,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227813,Medication Bolus - Adjunctive Pain Management,1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227831,Grooming,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227832,UE Bathing,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227836,LE Dressing,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227837,Toileting,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227845,Rolling,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227846,Supine / Side-lying to Sit,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227847,Sit to Stand,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227858,Rest HR - Aerobic Capacity,4,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227860,Rest RR - Aerobic Capacity,4,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227861,Rest O2 Sat - Aerobic Capacity,4,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227864,Activity HR - Aerobic Capacity,4,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227866,Activity RR - Aerobic Capacity,3,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227867,Activity O2 Sat - Aerobic Capacity,2,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227870,Recovery HR - Aerobic Capacity,4,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227872,Recovery RR - Aerobic Capacity,4,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227873,Recovery O2 Sat - Aerobic Capacity,4,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227943,Anticipated Discharge,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227944,Side Rails,3032,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227945,Restraint (Non-violent),2018,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227946,Restraint Ordered (Non-violent),1800,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227947,Reason for Restraint (Non-violent),2666,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227948,Restraint Device (Non-violent),2043,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227949,Face to Face Eval (Non-violent),1440,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227950,Restraint Location,2024,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227951,Circulation/Skin Integrity,1886,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227952,Position Change,1875,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227953,Range of Motion,1850,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227954,Status and Comfort,2268,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227955,Food and Fluid,2327,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227956,Urinal/Bedpan,1846,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227957,Signs of Injury from Intervention,1871,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227958,Less Restrictive Measures,7675,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227959,Restraints Evaluated,1886,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227960,Patient/Family Informed,1879,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227961,Side  Rails,1831,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227968,All Medications Tolerated without Adverse Side Effects,1388,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227969,Safety Measures,19330,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227980,Intra Aortic Balloon Pump Setting,40,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227981,Neuro Drain #2 Type,10,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227982,Neuro Drain #2 Status,19,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227983,Neuro Drain #2 Drainage,10,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227984,Neuro Drain #2 Level,10,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227985,Neuro Drain #1 Landmark,247,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227986,Neuro Drain #2 Landmark,10,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227988,Pronator drift present,5,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227989,Intra Cranial Pressure #2,11,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227990,Intra Cranial Pressure #2 Alarm - High,1,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227991,Intra Cranial Pressure #2 Alarm - Low,1,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228004,Citrate (ACD-A),275,valueQuantity,ml/hr [ml/hr]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228005,PBP (Prefilter) Replacement Rate,440,valueQuantity,ml/hr [ml/hr]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228006,Post Filter Replacement Rate,439,valueQuantity,ml/hr [ml/hr]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228007,14 G Phlebitis Scale,5,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228008,14 G Infiltration Scale,5,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228009,16 G Phlebitis Scale,65,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228010,16 G Infiltration Scale,63,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228011,18 G Phlebitis Scale,515,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228012,18 G Infiltration Scale,512,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228013,20 G Phlebitis Scale,753,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228014,20 G Infiltration Scale,750,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228015,22 G Phlebitis Scale,149,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228016,22 G Infiltration Scale,148,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228096,Richmond-RAS Scale,2751,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228097,14 Gauge placed in the field,6,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228098,16 Gauge placed in the field,142,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228099,18 Gauge placed in the field,707,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228100,20 Gauge placed in the field,994,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228101,22 Gauge placed in the field,192,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228137,CHG Bath,19,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228175,Calibrated (PiCCO),17,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228176,CFI (PiCCO),29,valueQuantity,L/min [L/min]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228177,CI (PiCCO),61,valueQuantity,L/min/m2 [L/min/m2]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228178,CO (PiCCO),59,valueQuantity,L/min [L/min]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228179,ELWI (PiCCO),27,valueQuantity,ml/kg [ml/kg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228180,GEDI (PiCCO),29,valueQuantity,mL/m2 [mL/m2]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228182,SVI (PiCCO),59,valueQuantity,mL/m2 [mL/m2]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228184,SVV (PiCCO),17,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228185,SVRI (PiCCO),47,valueQuantity,dynes.sec.cm-5/m2 [dynes.sec.cm-5/m2]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228229,PAR-Activity,46,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228230,PAR-Circulation,46,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228231,PAR-Consciousness,46,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228232,PAR-Oxygen saturation,45,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228233,PAR-Remain sedated,25,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228234,PAR-Respiration,46,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228236,Insulin pump,285,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228290,IO Dressing,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228292,IO Placed in outside facility,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228293,IO Site Appearance,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228294,IO Wristband in place,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228296,PCA concentrations,41,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228297,Daily Wake Up Deferred,207,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228298,Daily Wake Up,1897,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228299,Goal Richmond-RAS Scale,2455,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228300,CAM-ICU MS change,14,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228301,CAM-ICU Inattention,5,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228303,CAM-ICU Disorganized thinking,33,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228305,ST Segment Monitoring On,2383,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228306,Assistance Device,1028,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228307,GI #1 Tube Place Check,1032,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228308,GI #1 Tube Place Method,514,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228309,GI #2 Tube Place Check,73,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228310,GI #2 Tube Place Method,42,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228318,Shivering Assessment,66,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228332,Delirium assessment,1296,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228334,CAM-ICU Altered LOC,374,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228335,CAM-ICU Disorganized thinking,31,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228336,CAM-ICU Inattention,197,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228337,CAM-ICU MS Change,542,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228343,OCAT - Lips Tongue Gums Palate,15,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228344,"OCAT - Saliva secretions, Voice quality",15,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228345,OCAT - Swallow,15,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228346,OCAT - Teeth,15,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228368,Cardiac Index (CI NICOM),49,valueQuantity,L/min/m2 [L/min/m2]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228369,Cardiac Output (CO NICOM),38,valueQuantity,L/min [L/min]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228370,CO / CI Change,8,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228372,Leg Raise Result (NICOM),8,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228373,Passive Leg Raise Performed,8,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228374,Stroke Volume (SV NICOM),30,valueQuantity,mL/beat [mL/beat]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228375,Stroke Volume Index (SVI NICOM),39,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228376,Stroke Volume Variation (SVV NICOM),28,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228377,SVI Change,8,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228380,Thoracic Fluid Content (TFC) (NICOM),1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228381,Total Peripheral Resistance (TPR) (NICOM),12,valueQuantity,dynes*sec/cm5 [dynes*sec/cm5]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228382,Total Peripheral Resistance Index (TPRI) (NICOM),18,valueQuantity,dynes*sec/cm5/m2 [dynes*sec/cm5/m2]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228393,Bath,1007,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228394,Orientation to Person,1234,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228395,Orientation to Place,1186,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228396,Orientation to Time,1167,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228397,Commands Response,2092,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228398,Commands,1980,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228399,Facial Droop,994,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228400,Visual Field Cut,489,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228401,Pronator Drift,403,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228402,Neurological Symptoms,88,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228404,Motor L Arm,871,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228405,Motor L Leg,875,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228406,Motor R Arm,868,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228407,Motor R Leg,871,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228409,Strength L Arm,2109,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228410,Strength L Leg,2104,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228411,Strength R Leg,2103,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228412,Strength R Arm,2107,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228413,Seizure Activity,34,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228414,Speech,1975,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228415,Corneal Reflex Left,607,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228416,Corneal Reflex Right,609,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228419,Compression device # 1,81,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228420,Compression device # 2,8,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228442,BIS - EMG,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228443,BIS - SQI,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228444,BIS Index Range,2,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228496,Impaired Skin #1- Location,911,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228497,Impaired Skin #2- Location,327,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228498,Impaired Skin #3- Location,301,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228499,Impaired Skin #4- Location,124,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228500,Impaired Skin #5- Location,244,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228501,Impaired Skin #6- Location,56,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228502,Impaired Skin #7- Location,20,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228503,Impaired Skin #8- Location,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228506,Pressure Ulcer #1- Location,115,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228507,Pressure Ulcer #2- Location,28,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228508,Pressure Ulcer #3- Location,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228516,Impaired Skin #1- Type,435,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228518,Impaired Skin #1- Cleanse,73,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228519,Impaired Skin #2- Cleanse,31,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228520,Impaired Skin #3- Cleanse,16,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228521,Impaired Skin #4- Cleanse,17,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228522,Impaired Skin #5- Cleanse,8,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228523,Impaired Skin #6- Cleanse,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228524,Impaired Skin #7- Cleanse,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228529,Impaired Skin #1- Treatment,329,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228530,Impaired Skin #2- Treatment,144,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228531,Impaired Skin #3- Treatment,106,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228532,Impaired Skin #4- Treatment,77,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228533,Impaired Skin #5- Treatment,56,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228534,Impaired Skin #6- Treatment,23,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228535,Impaired Skin #7- Treatment,18,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228539,Pressure Ulcer #1- Treatment,73,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228540,Pressure Ulcer #2- Treatment,19,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228541,Pressure Ulcer #3- Treatment,5,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228549,Pressure Ulcer #1- Type,114,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228550,Pressure Ulcer #2- Type,27,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228551,Pressure Ulcer #3- Type,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228559,Incision #1- Location,567,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228560,Incision #2- Location,293,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228561,Incision #3- Location,44,valueString,
